trial,weights,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
54,"0.1082,0.0130,0.2315,0.0367,0.2042,0.0674,0.1506,0.0168,0.1306,0.0410",0.4254208877623605,0.2548161120840631,0.6458698190309399,5.906523642732049,19979,13704
21,"0.0777,0.0475,0.1322,0.1647,0.0368,0.0270,0.0736,0.1855,0.1579,0.0969",0.42541513237519296,0.2562025685931115,0.6440455341506129,5.907180385288966,19979,13704
416,"0.1629,0.0368,0.1216,0.0579,0.0151,0.1529,0.0256,0.1200,0.1444,0.1627",0.4254089030934751,0.2568593111500292,0.6442644483362522,5.905575014594279,19979,13704
289,"0.1775,0.0450,0.0501,0.1016,0.0456,0.0801,0.2484,0.1828,0.0620,0.0069",0.4254052681566722,0.25576474022183304,0.6447022767075307,5.915936952714536,19979,13704
280,"0.0870,0.0116,0.2437,0.0110,0.0488,0.2000,0.0112,0.1236,0.2148,0.0482",0.4254033314776469,0.2564214827787507,0.6451401050788091,5.903312901342674,19979,13704
447,"0.1476,0.0206,0.0273,0.0542,0.2140,0.2176,0.1219,0.0815,0.0761,0.0394",0.4254017854682397,0.25561879743140686,0.6451401050788091,5.912142440163456,19979,13704
493,"0.1817,0.1311,0.0080,0.0484,0.0651,0.0092,0.1177,0.1624,0.1829,0.0935",0.4253962766197269,0.25561879743140686,0.6458698190309399,5.909442498540572,19979,13704
452,"0.1334,0.0460,0.3097,0.0533,0.0792,0.1970,0.1057,0.0157,0.0226,0.0373",0.4253939913039874,0.25488908347927614,0.6446293053123175,5.904480443666083,19979,13704
477,"0.1617,0.0483,0.1571,0.1827,0.0252,0.1280,0.0641,0.0176,0.0897,0.1256",0.42539189177903164,0.25693228254524225,0.6433887915936952,5.908056042031523,19979,13704
123,"0.1080,0.0028,0.0171,0.0388,0.3453,0.0349,0.0141,0.1934,0.1607,0.0848",0.4253892016843929,0.2549620548744892,0.6460887332165791,5.921993578517221,19979,13704
270,"0.3268,0.1866,0.0350,0.0617,0.0165,0.0028,0.0253,0.0806,0.1338,0.1309",0.42538512467154893,0.2564214827787507,0.6451401050788091,5.915353181552831,19979,13704
367,"0.1589,0.1048,0.0719,0.1841,0.1704,0.0330,0.1207,0.0285,0.1076,0.0201",0.4253797369679458,0.25547285464098074,0.6446293053123175,5.910683012259194,19979,13704
91,"0.0799,0.0720,0.0011,0.0536,0.0742,0.0840,0.1177,0.1373,0.1280,0.2522",0.4253774964830254,0.25561879743140686,0.6449211908931699,5.916228838295388,19979,13704
385,"0.2870,0.0087,0.0767,0.0516,0.1352,0.0321,0.0257,0.1337,0.1017,0.1475",0.4253767103239155,0.2562025685931115,0.6448482194979568,5.9146234676007,19979,13704
178,"0.1987,0.2191,0.0020,0.1482,0.1303,0.0900,0.1810,0.0034,0.0113,0.0161",0.42537646910431814,0.2565674255691769,0.6452130764740222,5.915499124343257,19979,13704
